,Dis No,Year,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Location,Origin,Latitude,Longitude,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths
612,1997-0323-USA,1997,Meteorological,Storm,Convective storm,Tornado,"Indiana, Kentucky, Tennessee",,,,1997,3,23,1997,3,23,
613,1997-0327-USA,1997,Meteorological,Storm,Convective storm,Tornado,Texas,,,,1997,4,10,1997,4,10,
614,1997-0329-USA,1997,Meteorological,Storm,Convective storm,Tornado,"Texas, Arkensas, Mississippi, Alabama, Georgia, Louisiana, Florida",,,,1997,4,21,1997,4,21,4
615,1997-0330-USA,1997,Meteorological,Storm,Convective storm,Tornado,"Virginia, Illinois",,,,1997,4,30,1997,4,30,
616,1997-0333-USA,1997,Meteorological,Storm,Convective storm,Tornado,"Iowa, Kansas, Illinois, Ohio, Pennsylvania",,,,1997,5,17,1997,5,17,
617,1997-0336-USA,1997,Meteorological,Storm,Convective storm,Tornado,"South Dakota, Nebraska, Iowa, Illinois, Wisconsin",,,,1997,6,20,1997,6,20,
618,1997-0351-USA,1997,Meteorological,Storm,Convective storm,Tornado,"Iowa, Illinois, Missouri, Indiana, Ohio, Pennsylvania, New Jersey, New York",,,,1997,8,15,1997,8,15,
619,1997-0360-USA,1997,Meteorological,Storm,Convective storm,Tornado,"Florida, Maine",,,,1997,11,,1997,11,,
620,1997-0315-USA,1997,Meteorological,Storm,Convective storm,Winter storm/Blizzard,"North Dakota, South Dakota, Minnesota",,,,1997,1,4,1997,1,4,31
621,1997-0571-USA,1997,Meteorological,Storm,Convective storm,Winter storm/Blizzard,"Iowa, Illinois, Minnesota, Wisconsin, Michigan",,,,1997,4,4,1997,4,6,9
622,1997-0361-USA,1997,Meteorological,Storm,Convective storm,Severe storm,"Laguna Beach, Huntington Beach (California)",,,,1997,12,5,1997,12,5,
623,1997-0040-USA,1997,Hydrological,Flood,Riverine flood,,"Kentucky, Ohio, Tennessee, Georgia, North Carolina, Pennsylvania, New Jersey, New York, Connecticut, Rhode Island, Maine",,,,1997,3,8,1997,3,8,31
624,1997-0172-USA,1997,Hydrological,Flood,Riverine flood,,Narrow Canyon (Arizona),Heavy rain,,,1997,8,10,1997,8,12,11
625,1997-0318-USA,1997,Hydrological,Flood,Riverine flood,,"California, Nevada",,,,1997,1,25,1997,1,25,
626,1997-0347-USA,1997,Hydrological,Flood,Riverine flood,,Fort Collins (Northern Colorado),Heavy rain,,,1997,7,25,1997,8,1,5
627,1997-0346-USA,1997,Meteorological,Storm,Tropical cyclone,,"Louisiana, Alabama, South Carolina, North Carolina",,,,1997,7,18,1997,7,24,
628,1997-0174-USA,1997,Climatological,Wildfire,Forest fire,,California,,,,1997,8,9,1997,8,9,
629,1997-0219-USA,1997,Climatological,Wildfire,Forest fire,,California,,,,1997,9,14,1997,9,14,
630,1997-0127-USA,1997,Hydrological,Flood,,,"Montana, Idaho, Washington",,,,1997,6,13,1997,6,13,2
631,1997-0215-USA,1997,Hydrological,Flood,,,Cook County,,,,1997,8,21,1997,8,21,
632,1997-0307-USA,1997,Meteorological,Storm,,,From Georgia to New York,,,,1997,12,30,1997,12,30,
633,1997-0319-USA,1997,Meteorological,Storm,,,New York,,,,1997,2,27,1997,2,27,
634,1997-0320-USA,1997,Meteorological,Storm,,,Minnesota,,,,1997,3,13,1997,3,13,
635,1997-0324-USA,1997,Meteorological,Storm,,,"Pennsylvania, New Jersey, New York, Connecticut, Rhode Is., Massachusets, New Hampshire",,,,1997,3,31,1997,3,31,
636,1997-0332-USA,1997,Meteorological,Storm,,,"Louisiana, Mississippi, Alabama, Georgia, Florida, Pennsylvania",,,,1997,5,2,1997,5,2,
637,1997-0359-USA,1997,Meteorological,Storm,,,"Colorado, Nebraska, Iowa, Michigan, Mississippi, Alabama, Florida",,,,1997,10,25,1997,10,25,16
639,1998-0024-USA,1998,Meteorological,Storm,Convective storm,Tornado,"Osceola, Seminole, Volusia counties, Daytona beach (Florida)",,,,1998,2,22,1998,2,23,42
640,1998-0031-USA,1998,Meteorological,Storm,Convective storm,Hail,"Houston (Texas, Louisiana)",,,,1998,2,10,1998,2,10,
641,1998-0092-USA,1998,Meteorological,Storm,Convective storm,Hail,"Illinois, Indiana, Wisconsin, Minissotta",,,,1998,3,27,1998,4,3,1
642,1998-0097-USA,1998,Meteorological,Storm,Convective storm,Hail,"Alabama, Missouri, Georgia",,,,1998,4,8,1998,4,9,43
643,1998-0168-USA,1998,Meteorological,Storm,Convective storm,Hail,"Wisconsin, Minnesota, Iowa",,,,1998,5,15,1998,5,16,1
644,1998-0180-USA,1998,Meteorological,Storm,Convective storm,Hail,"IA, SD, Minnessota, MI, WI, PA, New York, MA, NH, VT, Ohio, New Jersey",,,,1998,5,30,1998,6,1,18
645,1998-0199-USA,1998,Hydrological,Flood,Flash flood,,"Hansas, IA, MO, Illinois, WI, Mississippi, Indiana, PA, New York, New Jersey, CT, RI, MA, Ohio, West virginia, Minnesota, Idaho, Vermont,",Brief torrential rain,,,1998,6,24,1998,7,1,11
646,1998-0016-USA,1998,Meteorological,Storm,,,New England (Maine),,,,1998,1,5,1998,1,12,16
647,1998-0212-USA,1998,Meteorological,Extreme temperature,Heat wave,,"Arizona, Florida, Colorado, Texas, Oklahoma, LA",,,,1998,5,1,1998,7,20,130
648,1998-0304-USA,1998,Meteorological,Storm,Convective storm,Tornado,"Oklahoma, Kansas",,,,1998,10,4,1998,10,4,9
649,1998-0277-USA,1998,Meteorological,Storm,Tropical cyclone,,Texas,,,,1998,8,21,1998,8,24,7
650,1998-0315-USA,1998,Meteorological,Storm,,,"Colorado, Texas",,,,1998,10,16,1998,10,19,13
654,1998-0228-USA,1998,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,Las Vegas,,,,1998,7,21,1998,7,21,
655,1998-0067-USA,1998,Meteorological,Storm,Convective storm,Tornado,"Georgia, Louisiana, Minnesota, Alabama, Florida, South carolina, North Craolina",,,,1998,3,5,1998,3,9,14
656,1998-0200-USA,1998,Hydrological,Flood,Flash flood,,Vermont,,,,1998,6,29,1998,6,29,
657,1998-0066-USA,1998,Hydrological,Flood,Riverine flood,,"S Alabama, N and C Georgia",Heavy rain,,,1998,3,7,1998,3,13,11
658,1998-0256-USA,1998,Hydrological,Flood,Riverine flood,,Wisconsin,,,,1998,8,7,1998,8,7,
659,1998-0185-USA,1998,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,Florida,,,,1998,5,25,1998,7,5,1
660,1998-0286-USA,1998,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,San Diego county (California),,,,1998,8,31,1998,8,31,
661,1998-0306-USA,1998,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,California,,,,1998,10,5,1998,10,5,1
662,1998-0319-USA,1998,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,California,,,,1998,10,20,1998,10,20,
663,1998-0008-USA,1998,Hydrological,Flood,,,Alabama,,,,1998,1,8,1998,1,8,7
664,1998-0025-USA,1998,Meteorological,Storm,,,California,,,,1998,2,3,1998,2,3,10
665,1998-0366-USA,1998,Meteorological,Storm,,,"Kansas, Oklahoma",,,,1998,10,10,1998,11,3,1
825,1998-0600-USA,1998,Meteorological,Storm,,,"AR, MO Illinois, Kentucky, Tennessee",,,,1998,4,15,1998,4,17,4
826,1998-0602-USA,1998,Meteorological,Storm,Convective storm,Winter storm/Blizzard,"IA, Wisconsin, SD, MN, Illinois, Indianaa, MO, MI, Ohio",,,,1998,11,9,1998,11,11,7
827,1998-0420-USA,1998,Meteorological,Storm,,,"Texas, Tennessee, LA, Arkansas, MS, North Carolina, South Carolina",,,,1998,12,23,1998,12,28,10
828,1998-0380-USA,1998,Meteorological,Storm,Tropical cyclone,,"Florida, Mississippi, Alabama, Lousiana",,,,1998,9,20,1998,9,29,4
831,1998-0605-USA,1998,Hydrological,Flood,Flash flood,,"Illinois, Wisconsin, Indiana, MI",Brief torrential rain,,,1998,8,4,1998,8,6,2
832,1998-0606-USA,1998,Hydrological,Flood,Riverine flood,,"Iowa, Indiana, , Illinois, Ohio, MI, Wisconsin",,,,1998,6,13,1998,6,17,
833,1998-0610-USA,1998,Meteorological,Storm,Tropical cyclone,,"North Carolina, Virginia, South Carolina",,,,1998,8,19,1998,8,30,2
834,1998-0611-USA,1998,Meteorological,Storm,Tropical cyclone,,"Texas, Louisiana",,,,1998,9,8,1998,9,13,1
836,1999-0098-USA,1999,Meteorological,Storm,Convective storm,Tornado,"Louisiana, Kansas, Arkansas, Montana, Oklahoma, Tennessee, Texas",,,,1999,4,2,1999,4,4,10
837,1999-0108-USA,1999,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,"Mississippi, Louisiana, Texas",,,,1999,4,13,1999,4,15,1
838,1999-0737-USA,1999,Meteorological,Storm,,,"Oklahoma, Texas, Lousiana, Arkansas",,,,1999,4,26,1999,4,26,
840,1999-0107-USA,1999,Meteorological,Storm,Convective storm,Hail,"Indiania, Illinois, Iowa, Montania, Ohio",,,,1999,4,8,1999,4,10,9
841,1999-0179-USA,1999,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,"Iowa, Illinois, Indiana, Kansas, Michigan, Texas",,,,1999,5,16,1999,5,16,2
842,1999-0005-USA,1999,Meteorological,Storm,Convective storm,Winter storm/Blizzard,"Texas, Oklahoma, Arkansas, Missouri, Louisiana, Mississippi, Alabama, Georgia, Florida, South and NOrth Carolina, Tennessee, Illinois, Indiana, Ohio, Pennsylvania, West Virginia, Virginia, Maryland, Delaware, New Jersey, New York, Connecticut, Rhode Islands, Massachusetts, Maine",,,,1999,1,1,1999,1,4,48
843,1999-0246-USA,1999,Meteorological,Extreme temperature,Heat wave,,"Illinois, Missouri, Wisconsin, Ohio, Sth.Carolina, Ohlahoma, Kentucky, Indiana, Tennessee, Nth.Carolina, Kansas, Georgia, Arkansas, Maryland, Nebraska, N-York, Pennsylvania, Louisiana, Michigan, Minnesota, Alabama",,,,1999,7,,1999,8,,257
844,1999-0327-USA,1999,Meteorological,Storm,Tropical cyclone,,"North Carolina, Florida, South Carolina, Virginia, Maryland, Pennsylvania, New Jersey, New York, Delaware, Rhode Island, Connecticut, Massachusetts, Vermont",,,,1999,9,13,1999,9,17,70
847,1999-0042-USA,1999,Meteorological,Storm,Convective storm,Tornado,"Tennessee, Arkansas, Indiana, Alabama, Texas, Montana, Lousiana, Missouri, Georgia",,,,1999,1,21,1999,1,22,18
848,1999-0109-USA,1999,Meteorological,Storm,Convective storm,Tornado,Central Georgia,,,,1999,4,15,1999,4,15,
849,1999-0167-USA,1999,Meteorological,Storm,Convective storm,Tornado,"Oklahoma, Kansas, Nebraska, Texas, Arkansas, Lousiana, Missouri, Alabama, Florida, Georgia, Illinois, Indiana, Kentucky, North Carolina, Ohio, South carolina, Tennessee, Missouri",,,,1999,5,3,1999,5,7,49
850,1999-0266-USA,1999,Meteorological,Storm,Convective storm,Tornado,Salt Lake City (Utah,,,,1999,8,11,1999,8,11,1
851,1999-0618-USA,1999,Meteorological,Storm,Convective storm,Tornado,Tennessee,,,,1999,5,5,1999,5,5,4
852,1999-0298-USA,1999,Meteorological,Storm,Tropical cyclone,,Kennedy county (Texas),,,,1999,8,22,1999,8,23,3
853,1999-0435-USA,1999,Meteorological,Storm,Tropical cyclone,,"Bahamas, Floride",,,,1999,10,15,1999,10,15,6
854,1999-0619-USA,1999,Meteorological,Storm,Tropical cyclone,,"Bahamas, North Carolina, Virginia",,,,1999,8,28,1999,9,7,3
855,1999-0112-USA,1999,Climatological,Wildfire,Forest fire,,Florida,,,,1999,4,15,1999,4,15,
856,1999-0297-USA,1999,Climatological,Wildfire,Forest fire,,California,,,,1999,8,24,1999,8,24,
857,1999-0094-USA,1999,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,Nebraska,,,,1999,3,19,1999,3,19,1
858,1999-9358-USA,1999,Climatological,Drought,Drought,,"Kentucky, Maryland, Ohio, Pennsylvania, Virginia , West Virginia",,,,1999,7,,1999,,,
859,1999-0088-USA,1999,Meteorological,Storm,,,"North Carolina, Oregon, West Virginia",,,,1999,3,2,1999,3,4,3
860,1999-0740-USA,1999,Hydrological,Flood,,,"Tillamook, Lincoln counties (Oregon coast)",,,,1999,11,26,1999,11,28,
866,2000-0080-USA,2000,Hydrological,Flood,Riverine flood,,"Kentucky, Ohio provinces",Heavy rain,,,2000,2,18,2000,2,22,3
867,2000-0500-USA,2000,Hydrological,Flood,Riverine flood,,"Morris, Sussex districts (New Jersey province)",Heavy rain,,,2000,8,12,2000,8,14,
868,2000-0919-USA,2000,Meteorological,Storm,,,"Alabama, Georgia, Louisiana, North Carolina, South Carolina, Tennessee, Virginia, New York, Pennsylvania, Massachussetts provinces",,,,2000,1,22,2000,1,25,4
869,2000-9712-USA,2000,Climatological,Drought,Drought,,Wyoming province,,,,2000,11,,2000,,,
870,2000-0838-USA,2000,Meteorological,Storm,Convective storm,Winter storm/Blizzard,"Texas, Oklahoma, New Mexico, Arkansas, Missouri, Minnesota provinces",,,,2000,12,24,2000,12,24,57
877,2000-0021-USA,2000,Meteorological,Storm,Convective storm,Tornado,"Crittenden, Daviess, Webster districts (Kentucky province)",,,,2000,1,2,2000,1,4,1
878,2000-0067-USA,2000,Meteorological,Storm,Convective storm,Tornado,"Bullock, Montgomery districts (Alabama province), Colquitt, Grady, Mitchell, Thomas, Tift districts (Georgia province), Washington district (Floride province), Lonoke, Prairie, Saline districts (Arkansas province)",,,,2000,2,13,2000,2,14,22
879,2000-0175-USA,2000,Meteorological,Storm,Convective storm,Tornado,"Fort Worth Texas city (Tarrant district, Texas province), Reagan, Burleson districts (Texas province)",,,,2000,3,28,2000,3,28,5
880,2000-0338-USA,2000,Meteorological,Storm,Convective storm,Tornado,"Adams, Columbia, Crawford, Dane, Dodge, Grant, Green, Iowa, Juneau, La crosse, Lafayette, Monroe, Richland, Rock, Sauk, Vernon districts (Wisconsin province)",,,,2000,5,26,2000,5,26,
881,2000-0463-USA,2000,Meteorological,Storm,Convective storm,Tornado,"Granite Falls city (Yellow Medicine, Minnesota province)",,,,2000,7,25,2000,7,25,1
882,2000-0614-USA,2000,Meteorological,Storm,Convective storm,Tornado,"Xenia city (Greene district, Ohio province)",,,,2000,9,20,2000,9,20,1
883,2000-0756-USA,2000,Meteorological,Storm,Convective storm,Winter storm/Blizzard,"Buffalo city (Erie district, New York province)",,,,2000,11,20,2000,11,20,
884,2000-0360-USA,2000,Meteorological,Storm,Convective storm,Severe storm,"Anderson, Benton, Cheatham, Davidson, Henry, Hickman, Houston, Jackson, Knox, Lake, Obion, Perry, Pickett, Stewart districts (Tennessee province)",,,,2000,5,23,2000,5,23,
885,2000-0598-USA,2000,Geophysical,Earthquake,Ground movement,,"Near Yountville city (Napa district, California province)",,38.3788333,-122.4133333,2000,9,3,2000,9,3,
886,2000-0232-USA,2000,Hydrological,Flood,Flash flood,,"Franklin, Jefferson districts (Missouri province)",Brief torrential rain,,,2000,5,6,2000,5,9,2
887,2000-0271-USA,2000,Hydrological,Flood,Flash flood,,Oklahoma province,Brief torrential rain,,,2000,5,6,2000,5,9,1
888,2000-0865-USA,2000,Hydrological,Flood,Riverine flood,,Maui district (Hawaii province),Heavy rains,,,2000,11,2,2000,11,2,
889,2000-0937-USA,2000,Meteorological,Storm,Convective storm,,"Tuscaloosa district (Alabama province), Connecticut, Florida, Georgia, Massachusetts, Mississippi, Norh Carolina, New Jersey, New York, Pennsylvania, Rhode Island provinces",,,,2000,12,16,2000,12,17,12
890,2000-0652-USA,2000,Meteorological,Storm,Tropical cyclone,,"Miami-Dade, Monroe, Broward, Collier districts (Florida province)",,,,2000,10,4,2000,10,4,2
891,2000-0433-USA,2000,Meteorological,Extreme temperature,Heat wave,,"Texas, Louisiana, Alabama provinces",,,,2000,7,,2000,7,,35
892,2000-0128-USA,2000,Climatological,Wildfire,Forest fire,,"Gainesville, Alachua areas (Alachua district, Florida province), Lafayette, Gulf districts (Florida province)",,,,2000,2,26,2000,2,26,
893,2000-0240-USA,2000,Climatological,Wildfire,Forest fire,,"Los Alamos, Rio Arriba, Sandoval, Santa Fe districts (New Mexico province)",,,,2000,5,,2000,9,,
894,2000-0279-USA,2000,Climatological,Wildfire,Forest fire,,Sarasota district (Florida province),,,,2000,5,14,2000,5,14,
895,2000-0363-USA,2000,Climatological,Wildfire,Forest fire,,"Park, Jefferson, Larimer districts (Colorado province)",,,,2000,6,12,2000,6,12,
896,2000-0406-USA,2000,Climatological,Wildfire,Forest fire,,"Hanford area (Benton district, Washington province)",,,,2000,6,27,2000,6,27,
897,2000-0450-USA,2000,Climatological,Wildfire,Forest fire,,Alaska province,,,,2000,7,,2000,7,,
898,2000-0465-USA,2000,Climatological,Wildfire,Forest fire,,"Arizona, California, Colorado, Idaho, Montana, Nevada, New Mexico, Oregon, South Dakota, Texas, Utah, Washington, Wyoming, Florida, North Dakota provinces",,,,2000,7,,2000,8,,14
899,2000-9339-USA,2000,Climatological,Drought,Drought,,"South Carolina, Georgia, Alabama, Florida, Louisiana, Texas provinces",,,,2000,6,,2002,,,
900,2000-0296-USA,2000,Hydrological,Flood,,,Liberty district (Texas province),,,,2000,5,19,2000,5,19,
901,2000-0297-USA,2000,Hydrological,Flood,,,"Franklin, Jefferson, Gasconade districts (Missouri province)",,,,2000,5,23,2000,5,23,2
902,2000-0502-USA,2000,Hydrological,Flood,,,Pennsylvania province,,,,2000,7,30,2000,7,30,
1057,2001-0266-USA,2001,Meteorological,Storm,,,"New Hampshire, Vermont, Maine, Massachusetts, Rhode Island provinces",,,,2001,3,20,2001,3,20,2
1058,2001-0460-USA,2001,Hydrological,Flood,Riverine flood,,Virginia province,Heavy rain,,,2001,7,8,2001,7,9,2
1059,2001-0145-USA,2001,Meteorological,Storm,Convective storm,Tornado,"Kearny, Trego, Ellis, Rooks, Ford, Osborne, Smith, Jewell, Edwards, Republic, Washington districts (Kansas province), Union city (Franklin district, Missouri province), Johnson, Pettis, Cooper, Callaway, St Charles, Gentry, Worth, Clark, Madison districts (Missouri), Beaver, Pontotoc, Coal, Johnston, Atoka, Haskell, Pottawatomie districts (Oklahoma province), Wichita, Cooke, Carson, Hutchinson, Hansford, Wheeler districts (Texas province), Thayer, Gage, Sarpy, Webster, Nuckolls districts (Nebraska province), Mills, Pottawattamie, Guthrie, Boone, Hamilton, Wapello, Johnson, Black Hawk, Benton, Fayette, Webster, Ringgold districts (Iowa province), Madison district (Illinois province)",,,,2001,4,10,2001,4,11,4
1060,2001-0477-USA,2001,Meteorological,Storm,,,"Watkins area (Adams district, Colorado province)",,,,2001,6,21,2001,6,21,
1061,2001-0242-USA,2001,Meteorological,Storm,Tropical cyclone,,"Texas, Mississippi, Louisiana, Florida, Pennsylvania, South Carolina, North Carolina, Georgia, Pensylvania, New Jersey, Virginia, Iowa provinces",,,,2001,6,5,2001,6,17,41
1062,2001-0106-USA,2001,Meteorological,Storm,Convective storm,Winter storm/Blizzard,"Virginia, New Jersey, Pennsylvania, North Carolina, West Virginia, Maryland provinces",,,,2001,2,22,2001,2,22,11
1064,2001-0102-USA,2001,Meteorological,Storm,Convective storm,Tornado,"Calhoun, Lee, Pontotoc, Prentiss, Union districts (Mississippi province)",,,,2001,2,24,2001,2,24,7
1065,2001-0194-USA,2001,Meteorological,Storm,Convective storm,Tornado,"Marion, Clay districts (Florida province)",,,,2001,3,29,2001,3,29,
1066,2001-0270-USA,2001,Meteorological,Storm,Convective storm,Tornado,"Hoisington city (Barton district, Kansas province)",,,,2001,4,21,2001,4,21,1
1067,2001-0351-USA,2001,Meteorological,Storm,Convective storm,Tornado,"Blue Grass, Bettendorf cities (Scott district, Iowa province), Leon city (Decatur district, Iowa province)",,,,2001,6,14,2001,6,14,
1068,2001-0473-USA,2001,Meteorological,Storm,Convective storm,Tornado,"Siren city (Burnett district, Wisconsin province)",,,,2001,6,18,2001,6,18,3
1069,2001-0474-USA,2001,Meteorological,Storm,Convective storm,Tornado,"Brainerd city (Crow King district, Minnesota province)",,,,2001,6,13,2001,6,13,
1070,2001-0564-USA,2001,Meteorological,Storm,Convective storm,Tornado,"Cordell city (Washita district, Oklahoma province), Polk, Merrick, Hamilton districts (Nebraska province)",,,,2001,10,10,2001,10,10,
1071,2001-0566-USA,2001,Meteorological,Storm,Convective storm,Tornado,"Howard, Prince George's districts (Maryland province)",,,,2001,9,24,2001,9,24,2
1072,2001-0601-USA,2001,Meteorological,Storm,Convective storm,Tornado,"Pasadena city (Harris district, Texas province)",,,,2001,10,11,2001,10,11,
1073,2001-0602-USA,2001,Meteorological,Storm,Convective storm,Tornado,"Hondo city (Medina district, Texas province)",,,,2001,10,12,2001,10,12,
1074,2001-0773-USA,2001,Meteorological,Storm,Convective storm,Tornado,"Jakson town (Dakota district, Nebraska province)",,,,2001,8,17,2001,8,17,
1075,2001-0099-USA,2001,Geophysical,Earthquake,Ground movement,,"Seattle city (King district), Tacoma city (Pierce district), Olympia city (Thurston district) (Washington province)",,47.149,-122.7266667,2001,2,28,2001,2,28,1
1076,2001-0262-USA,2001,Hydrological,Flood,Riverine flood,,"Cleveland area (Henry district, Illinois province), Barstow, Osborn areas (Rock Island district, Illinois province)",Ice jam/break,,,2001,2,27,2001,3,1,
1077,2001-0268-USA,2001,Hydrological,Flood,Riverine flood,,"Minnesota, Iowa, Wisconsin, Illinois provinces",Snowmelt,,,2001,4,15,2001,5,15,1
1078,2001-0724-USA,2001,Hydrological,Flood,Riverine flood,,Texas province,Heavy rain,,,2001,11,15,2001,11,19,9
1079,2001-0770-USA,2001,Meteorological,Extreme temperature,Heat wave,,"Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin provinces",,,,2001,8,,2001,8,,56
1080,2001-0303-USA,2001,Climatological,Wildfire,Forest fire,,Florida province,,,,2001,4,,2001,4,,1
1081,2001-0451-USA,2001,Climatological,Wildfire,Forest fire,,"Oregon, Washington, Idaho, California, Nevada, Colorado, Arizona, Wyoming, Texas, Oklahoma provinces",,,,2001,8,,2001,8,,
1082,2001-0722-USA,2001,Climatological,Wildfire,Forest fire,,"Tennessee, Kentucky, West Virginia, Virginia, Georgia provinces",,,,2001,10,30,2001,10,30,1
1083,2001-0771-USA,2001,Meteorological,Storm,,,"Tennesse, Kentucky provinces",,,,2001,8,,2001,8,,11
1084,2001-0772-USA,2001,Hydrological,Flood,,,District of Columbia province,,,,2001,8,,2001,8,,
1085,2002-0165-USA,2002,Meteorological,Storm,,,"Sevier, Blount, Knox, Hawkins districts (Tennessee province), Cumberland, Bell districts (Kentucky province), Wise, Smyth, Washington districts (Virginia province), Cabell district (West Virginia province), North Carolina, Mississippi, Arkansas, Texas provinces",,,,2002,3,19,2002,3,19,6
1086,2002-0724-USA,2002,Meteorological,Storm,Tropical cyclone,,"St. Tammany, Terrebonne, Lafayette, Acadia, Evangeline, Rapides districts (Louisiana province)",,,,2002,10,3,2002,10,3,
1087,2002-0017-USA,2002,Meteorological,Storm,Convective storm,Winter storm/Blizzard,"Alabama, Louisiana, Virginia, North Carolina, South Carolina, Mississipi, Georgia, Pensylvania,",,,,2002,1,,2002,1,,24
1088,2002-0128-USA,2002,Meteorological,Storm,Convective storm,Winter storm/Blizzard,"Oklahoma, Missouri, Wisconsin, Michigan, Arkansas provinces",,,,2002,3,,2002,3,,20
1091,2002-0283-USA,2002,Meteorological,Storm,Convective storm,Tornado,"Happy town (Randall, Swisher districts, Texas province)",,,,2002,5,5,2002,5,5,2
1092,2002-0287-USA,2002,Meteorological,Storm,Convective storm,Tornado,"Wayne, Jefferson districts (Illinois province)",,,,2002,4,21,2002,4,21,1
1093,2002-0310-USA,2002,Meteorological,Storm,Convective storm,Tornado,"Breckinridge, Meade, Crittenden, Webster, Hopkins, Ohio, Hardin, Edmonson districts (Kentucky province), Bollinger, Howell districts (Missouri province), Charles, Calvert, Dorchester, Wicomico, Cecil districts (Maryland province), Illinois (Clay,Union, Johnson,Pope, Moultrie, Saline, Bond), Gordon district (Georgia province), Atchison district (Kansas province), Erie, Allegany districts (New York province), Stark district (Ohio province), Indiana, Mercer, Venango, Butler, Armstrong, Columbia, Lebanon, Allegheny districts (Pennsylvania province), Rutherford, Lake, Henry, Carter districts (Tennessee province), Virginia (Shenandoah, Greensville, Bedford, (Campbell, Nottoway, Prince George), Marshall district (West Virginia province), Pontotoc, Chickasaw districts (Mississippi province), Perry district (Indiana province)",,,,2002,4,27,2002,5,3,10
1094,2002-0569-USA,2002,Meteorological,Storm,Convective storm,Tornado,"Ladysmith city (Rusk district, Wisconsin province)",,,,2002,9,5,2002,9,5,
1095,2002-0700-USA,2002,Meteorological,Storm,Convective storm,Tornado,"Tipton, Carroll, Montgomery, Sumner, Bedford, Coffee, Morgan, Cumberland, Anderson districts (Tennessee province), Henry, Dale, Fayette, Walker, Winston, Lamar, Cullman, Tuscaloosa, Jefferson, Cherokee districts (Alabama province), Van Wert, Paulding, Putnam, Defiance, Athens, Logan, Union, Seneca, Ottawa districts (Ohio province), Allen district (Kentucky province), Cross, Crittenden, Mississippi districts (Arkansas province), Appling, Cherokee, Pickens, Dawson, Atkinson, Coffee districts (Georgia province), Blackford district (Indiana province), Lowndes, Winston, Noxubee, Oktibbeha districts (Mississippi province), Mercer district (Pennsylvania province), McCormick district (South Carolina province)",,,,2002,11,5,2002,11,10,36
1096,2002-0751-USA,2002,Meteorological,Storm,Convective storm,Winter storm/Blizzard,"Washington DC (District of Columbia district, District of Columbia province), North Carolina, South Carolina, Virginia, New York, Pennsylvania, Kentucky, New Jersey, Maryland, Missouri, Tennesse provinces",,,,2002,12,4,2002,12,5,30
1097,2002-0802-USA,2002,Meteorological,Storm,Convective storm,Winter storm/Blizzard,"Oklahoma, Massachusetts, New York, Arkansas, Missouri, New Mexico, Louisiana, Texas provinces",,,,2002,12,23,2002,12,23,18
1098,2002-0183-USA,2002,Hydrological,Flood,Riverine flood,,"Tennessee, Virginia, Kentucky, Ohio, Arkansas, Oklahoma, Texas provinces",Heavy rain,,,2002,3,17,2002,3,24,7
1099,2002-0266-USA,2002,Hydrological,Flood,Riverine flood,,"Pike district (Kentucky province), Virginia province",Heavy rain,,,2002,5,2,2002,5,8,9
1100,2002-0411-USA,2002,Hydrological,Flood,Riverine flood,,"Comal, Guadalupe, Bandera, Uvalde, McMullen, Taylor districts (Texas province)",Heavy rain,,,2002,6,30,2002,7,23,10
1101,2002-0600-USA,2002,Hydrological,Flood,Riverine flood,,Georgia province,Heavy rain,,,2002,9,21,2002,9,24,
1102,2002-0652-USA,2002,Meteorological,Storm,Tropical cyclone,,"Louisiane, Mississippi, Alabama, Tennessee provinces",,,,2002,9,26,2002,9,27,1
1103,2002-0355-USA,2002,Meteorological,Extreme temperature,Heat wave,,Arizona province,,,,2002,6,,2002,6,,14
1104,2002-0092-USA,2002,Climatological,Wildfire,Forest fire,,"Fallbrok area (San Diego district, Californie province)",,,,2002,2,10,2002,2,10,
1105,2002-0184-USA,2002,Climatological,Wildfire,Forest fire,,Lincoln district (New Mexico province),,,,2002,3,,2002,3,,
1106,2002-0331-USA,2002,Climatological,Wildfire,Forest fire,,"Georgia, Alaska provinces",,,,2002,5,,2002,5,,
1107,2002-0351-USA,2002,Climatological,Wildfire,Forest fire,,Colorado province,,,,2002,6,8,2002,6,8,
1108,2002-0379-USA,2002,Climatological,Wildfire,Forest fire,,Arizona province,,,,2002,6,20,2002,6,20,
1109,2002-0618-USA,2002,Climatological,Wildfire,Forest fire,,"Claremont, Glendora, La Verne areas (Los Angeles district, California province))",,,,2002,9,22,2002,9,22,
